1-gram                                  2-gram                                  3-gram                                  4-gram                                  5-gramsentence                                
6.451977957765882e+80                   4.011518324841933e+53                   1.651943270944751e+35                   4.2517335691056794e+18                  449238532550.7443                        Hastaneden edinilmiş pnömoni için önerilen ilaçlar üçüncü ve dördüncü jenerasyon sefalosporinler, karbapenemler, florokinolonlar, aminoglikozitler ve vankomisindir
6.456150534087946e+47                   1.6344845627946398e+40                  2.6590580781153307e+29                  1.6020103063372632e+16                  226818443.9926427                        Bu antibiyotikler çoğu kez intravenöz yoldan (damar içine) verilir ve kombinasyon halinde kullanılırlar
1.3937122738962494e+38                  1.5103840899087482e+31                  1.2207926169614814e+23                  3.082453634678694e+16                   42650349419.42881                        Hastanede tedavi edilen hastaların %90'ından fazlası ilk verilen antibiyotiklerle düzelir
3.9984673782192314e+68                  3.2916914202742776e+53                  1.3775811206986832e+34                  4.6789329131418436e+19                  42546412185.68226                         İnfluenza virüslerinin (influenza A ve influenza B) yol açtığı viral pnömoni tedavisinde nöroaminidaz inhibitörleri kullanılabilir
1.6874243347069694e+98                  1.1993872558174163e+75                  4.911201699827324e+49                   1.1400836398115578e+31                  4.5189754521008486e+18                   SARS koronavirüs, adenovirüs, hantavirüs ve parainfluenza virüsü dahil olmak üzere toplumdan edinilmiş viral pnömonilerin diğer türleri için herhangi bir özel antiviral ilaç tavsiye edilmemektedir
8.290259597485944e+70                   1.7916784784196522e+61                  1.754955621694579e+39                   1.4574251726386009e+22                  111045791182262.1                        İnfluenza A rimantadin veya amantadin ile tedavi edilebilirken, influenza A veya B oseltamivir, zanamivir veya peramivir ile tedavi edilebilir
8.930907008395098e+50                   2.16016794350437e+39                    1.805605034445481e+32                   5.42107277912168e+24                    1.7752778719684842e+16                   Belirtilerin başlamasından itibaren 48 saat içerisinde kullanılmaya başlanırlarsa bu ilaçlardan en yüksek etki alınır
2.6930208029858724e+63                  2.2639444490848436e+56                  1.4508852463719995e+37                  2.9273349686589963e+22                  42467904073941.016                       Avian influenza veya "kuş gribi" olarak da bilinen H5N1 influenza A'nın birçok suşu rimantadin veya amantadine direnç göstermiştir
1.2575634438982926e+79                  1.1504384977101166e+62                  9.16135189069859e+43                    2.4305540324150403e+27                  6297566218298675.0                       Komplikasyona neden olan bakteriyel bir enfeksiyonun göz ardı edilmesi mümkün olmadığından viral pnömonide antibiyotiklerin kullanımı bazı uzmanlarca önerilmektedir
1.6177934457243027e+49                  1.911266253644135e+38                   2.756717505349523e+27                   9.03526091470997e+16                    146648662805.29736                       İngiliz Toraks Derneği hafif hastalığı olan kişilere antibiyotiklerin verilmemesini tavsiye etmektedir
2.9679939874241637e+21                  1493986114651958.8                      36821543191.489365                      2507871.4291809564                      9410.846152720373                        Kortikosteroidlerin kullanımı tartışmalıdır
6.080636396691807e+59                   2.29917184606925e+48                    8.961795474955004e+29                   2.4276120595674028e+16                  538623063.924573                          Genellikle aspirasyon pnömoniti geleneksel olarak yalnızca aspirasyon pnömonisinde endike olan antibiyotiklerle tedavi edilir
6.163633174701457e+87                   1.1212865192779545e+69                  1.3125538984970685e+55                  6.312929407575841e+35                   1.2192963048006877e+17                   Antibiyotik seçimi hastalık nedeni olduğundan şüphe edilen organizma ve pnömoninin toplumdan mı edinildiği yoksa hastane ortamında mı geliştiği dahil çeşitli faktörlere bağlı olacaktır
1.0103426998483286e+53                  5.4279284220209626e+38                  2.570396654839251e+23                   3451434757927.982                       2654943.9555372247                       En yaygın seçenekler klindamisin, beta-laktam antibiyotik ile metronidazol kombinasyonu veya aminoglikozittir
1.420080274032792e+51                   1.0217937224780989e+40                  1.5454904724893978e+28                  1.068108785490411e+19                   5633261991633.917                         Aspirasyon pnömonisinde kortikosteroidler bazen kullanılır ancak etkilerini destekleyen bulgular sınırlıdır
2.5620989814830858e+38                  8.486533404231402e+28                   5.304649229231127e+19                   399004014.5421393                       32223.759956918897                        Tedaviyle birlikte çoğu bakteriyel pnömoni türü 3–6 gün içerisinde stabil hale gelir
6.819787901711664e+26                   1.317618975839065e+20                   212198365664213.16                      264201636.96554953                      4615252.362528927                        Çoğu belirtinin giderilmesi genellikle birkaç haftayı alır
4.929490179232876e+42                   3.99066707023691e+32                    5.115318952253824e+24                   1.2927707485326072e+16                  3095837938.9395766                       Röntgen bulguları genellikle dört hafta içerisinde bilgi sağlar ve ölüm oranı düşüktür (%1'den az)
1.4987049075626904e+40                  1.2708261161221477e+31                  2.2641426955689606e+25                  3.776046829413058e+18                   92315128185.42937                        Yaşlılarda veya diğer akciğer sorunu olan kişilerde iyileşme 12 haftadan uzun sürebilir
1.8214330075091705e+58                  2.908492369346204e+46                   1.8055419768498392e+39                  4.1483831168787536e+29                  2.1359887685418486e+17                   Hastaneye yatırılması gereken kişilerde ölüm oranı %10 kadar yüksek olabilir ve yoğun bakım gereken hastalarda bu oran %30-50'ye çıkabilir
2.5096747198147342e+34                  1.175177967195909e+26                   7.773758152917125e+19                   3836229026472.479                       932679.0484243926                        Pnömoni ölüme yol açan en yaygın hastaneden edinilmiş enfeksiyondur
4.0420564899184163e+43                  3.9282394919950394e+34                  4.068112443895899e+26                   3.163949043309961e+18                   4762225520.672364                        Antibiyotiklerin görülmesinden önce hastaneye yatırılan hastalardaki ölüm oranı genellikle %30'dur
8.98208912245408e+43                    9.850587048207107e+34                   9.283284923796141e+27                   7.395725273706141e+17                   16896225257.360306                        Özellikle yaşlılarda ve altta yatan sağlık sorunu olan kişilerde komplikasyonlar meydana gelebilir
None                                    None                                    None                                    None                                    None                                    
2.1217925870232513e+93                  7.709776701700793e+71                   2.39729768610043e+43                    6.388286461303499e+24                   659758837870894.9                        Diğerlerinin yanı sıra bu komplikasyonlar ampiyem, akciğer absesi, bronşiolit obliterans, akut respiratuar distres sendromu, sepsis ve altta yatan sağlık sorunlarının kötüleşmesini içerir
2.9476364113338765e+54                  7.241763954266996e+39                   4.244375306361168e+29                   2.6251238468184805e+19                  3999296029406.733                         Pnömonide sonuçlarla ilgili daha tarafsız bir şekilde tahminde bulunmak üzere klinik tahmin kuralları geliştirilmiştir
8.436615747708888e+42                   2.5707490339332648e+33                  6.769682530949587e+27                   4.657658247904037e+19                   58067389899.216995                       Bu kurallar çoğunlukla kişinin hastaneye yatırılıp yatırılmayacağına karar vermede kullanılır
2.2732200540356283e+35                  2.0816937716750577e+28                  1.1254446540000129e+21                  14248760932679.33                       12629348.15461621                          Pnömonide, akciğerin çevresindeki boşlukta sıvı birikimi meydana gelebilir
5.992049798234081e+39                   5.183777277894597e+30                   4.2768113993052256e+21                  116085785195.80629                      2213676.281536653                        Bazen, mikroorganizmalar bu sıvıya enfeksiyon bulaştırıp ampiyeme neden olurlar
6.823618844466117e+63                   3.3297869860450724e+46                  4.259198645865817e+30                   8.12395546476134e+17                    19169894431.540783                       Ampiyemi daha yaygın basit parapnömonik efüzyondan ayırmak için, bir iğne yardımıyla sıvı alınıp (torasentez) incelenebilir
3.442442854400453e+66                   1.4956647728676925e+50                  1.3666166115840222e+36                  4.61678497725984e+21                    6909433975351.728                        Torasentezle ampiyem bulgusuna rastlanırsa sıvının tamamen boşaltılması gerekir ve bu işlem için genellikle drenaj kateteri kullanılır
1.1341070216103203e+27                  6.561070031580652e+19                   18612594297247.125                      197807034.63768858                      923304.9142208409                        Şiddetli ampiyem vakalarında, ameliyat gerekli olabilir
6.689878197559048e+58                   4.887597049421896e+45                   5.488005942822321e+30                   1.0290967705696991e+19                  1836039661.4527347                       Antibiyotikler plöral boşluğa kolayca geçemediklerinden enfeksiyonlu sıvı boşaltılmazsa enfeksiyon devam edebilir
4.9266010259739065e+54                  1.1992098985400805e+41                  4.500646628590401e+31                   1.6866552378484597e+22                  6985231776880586.0                       Sıvı steril (mikropsuz) ise, yalnızca belirtilere neden olması ya da giderilememesi durumunda boşaltılması gerekir
1.193267094113355e+44                   1.2350956446064585e+35                  1.4537474602857204e+26                  5322345210248933.0                      5100687.237036723                         Nadiren, akciğerdeki bakteriler akciğer absesi denen enfeksiyonlu sıvı kesesi oluşturur
8.426028020863662e+58                   3.162914699851485e+44                   3.432027092839737e+32                   4.3576670166590984e+21                  106653145793939.52                       Akciğerdeki bu abseler genellikle röntgende görülebilir ancak tanının doğrulanması için çoğunlukla göğüs BT taraması gerekir
9.814970647312086e+45                   7.050775674898121e+34                   8.282184513337481e+24                   8191338208117654.0                      7622543557.300255                        Abseler normalde aspirasyon pnömonisinde oluşur ve çoğunlukla değişik türde bakterileri içerir
3.8986615880373404e+65                  6.000801973913253e+51                   8.949648511292823e+35                   7.115764944618765e+25                   1.1132626524233144e+16                   Akciğer absesinin tedavisinde genellikle uzun süre kullanılan antibiyotikler yeterlidir fakat bazen abse cerrah ya da radyoloji uzmanı
2806305137470.6045                      163298484.1287123                       281464.6557987762                       829.0236756839491                       32.93384415975                          tarafından boşaltılmalıdır
9.008710606045551e+71                   3.4070939061681763e+58                  2.2052426972008654e+40                  9.254195787790938e+21                   15151084561675.73                         Pnömoni, enfeksiyon ve enflamatuvar yanıtın sonucu olan akut solunum sıkıntısı sendromunu (ARDS) tetikleyerek solunum yetmezliğine neden olabilir
2.672260451415411e+19                   689160171852587.6                       6595455075.356642                       2877.921808770073                       3.266705776777775                        Akciğer hızla sıvıyla dolar ve sertleşir
2.602868724578284e+84                   3.906984271212042e+66                   4.3347165668653015e+48                  2.4128030379854236e+31                  5.264672361561344e+18                    Alveolar sıvıya bağlı olarak oksijeni çıkaran şiddetli güçlüklerle birlikte meydana gelen bu sertlik durumunda, kişinin sağ kalması için uzun süreli mekanik ventilasyon gerekebilir
5.784010049648479e+66                   5.992976715338896e+50                   4.224479866989429e+35                   6.856761106060981e+20                   22277453861.060417                        Sepsis olası bir pnömoni komplikasyonudur ancak normalde yalnızca zayıf bağışıklığı olan kişilerde ya da hiposplenizm durumunda meydana gelir
2.353526456325681e+57                   2.4912155612377365e+39                  1.1842166097303588e+20                  1448777974.772512                       10128.290279299677                       En yaygın görülen organizmalar "Streptococcus pneumoniae", "Haemophilus influenzae" ve "Klebsiella pneumoniae"'dir
5.004945526531768e+43                   1.915911925876289e+33                   1.3076018222045557e+23                  3619134203551.286                       1148029.8796660432                       Diğer belirti nedenleri miyokard enfarktüsü ya da pulmoner embolizm gibi düşünülmelidir
2.5694089542316568e+51                  7.947475420822716e+39                   3.7867394567673854e+32                  1.4095872904185393e+26                  5.9259504098853085e+19                    Pnömoni, yılda yaklaşık olarak 450 milyon kişiyi etkileyen ve dünyanın her yerinde meydana gelebilen yaygın bir hastalıktır
2.740557753201517e+47                   3.453196877631418e+38                   1.4622844272015729e+31                  7.590418213373621e+24                   1.5651752087123022e+16                   Tüm yaş gruplarındaki başlıca ölüm nedenidir ve yılda 4 milyon ölüme yol açar (dünyadaki toplam ölümün %7'si)
1.3539085858809006e+35                  1.5074567666879217e+27                  1.943508477291553e+22                   9.75266374642145e+16                    17166725076.963808                       Bu oranlar beş yaş altı çocuklarda ve 75 yaş üstü erişkinlerde daha yüksektir
5.764156429614116e+40                   1.34330456668721e+32                    2.162622812325976e+25                   5.213119203280714e+19                   98652642249346.75                        Gelişmekte olan ülkelerde gelişmiş ülkelere oranla yaklaşık beş kat daha sık meydana gelir
6.103705371661462e+23                   6.610924082103269e+17                   856233131.2299571                       3283.0449405090376                      69.36752251908962                        Yaklaşık 200 milyon vakanın sorumlusu viral pnömonidir
4.187317544256568e+25                   1.5022857010848109e+19                  69883477474878.805                      3252278583.710956                       780927.350165504                         Amerika Birleşik Devletlerinde pnömoni, 2009 itibarıyla başlıca 8
10121945.572368637                      185199.8290696773                       4802.0470610134535                      372.57897376811286                      49.375248482158504                       ölüm nedenidir
9.225057813955985e+50                   1.1317206675718798e+37                  1.7549916921315877e+28                  8.247046342998697e+20                   278840840062414.6                         2008'de, yaklaşık 156 milyon çocukta pnömoni görülmüştür (151 milyonu gelişmekte olan ülkelerde ve 5 milyonu gelişmiş ülkelerde)
3.583707906332199e+52                   1.520097551144562e+41                   7.668107047461157e+34                   4.465983592554527e+26                   1.3870937445054794e+18                   %95'i gelişmekte olan ülkelerde meydana gelen 1,6 milyon ölüme ya da beş yaş altı çocuklardaki ölümlerin %28-34'e neden olmuştur
4.821920742868514e+40                   7.443381953845856e+30                   9.396911474745316e+22                   667552179939886.2                       539012112.508775                         Hastalık yükünün en fazla olduğu ülkeler: Hindistan (43 milyon), Çin (21 milyon) ve Pakistan (10 milyon)
9.159942624984807e+31                   2.748348218869275e+24                   1.1062960428367975e+20                  322519121792952.0                       343268496.53218293                       Düşük gelirli ülkelerdeki çocuklarda görülen başlıca ölüm nedenidir
4.79267189335585e+24                    5.234581564909635e+17                   54741446547976.17                       10552297324.652061                      5267161.240072735                        Bu ölümlerin çoğu yenidoğan döneminde meydana gelir
5.544571636634e+52                      5.068299601638703e+38                   2.7510114540405323e+28                  1.2116822834062944e+17                  53661361888.225655                       Dünya Sağlık Örgütü, yenidoğan bebeklerde görülen üç ölümden birinin pnömoniye bağlı olduğunu tahmin etmektedir
2.3697126118511805e+62                  2.6941758546274747e+49                  4.9847335619554655e+39                  1.0542949345446108e+29                  4.359348597894888e+18                    Pnömoniye neden olan bakteriler için piyasada etkili bir aşı var olduğundan, bu ölümlerin yaklaşık olarak yarısı teorik olarak önlenebilir
5.721715235653445e+31                   2.0756631703158065e+22                  3.6452923470012616e+16                  1002331021168.7203                      13503833.411257515                       İnsanlık tarihi boyunca pnömoni yaygın görülen bir hastalık olmuştur
5.7279519656066107e+169                 3.709925455018564e+130                  inf                                     2.622724431495279e+70                   7.991224980854875e+41                    Belirtiler Hipokrat (MÖ 460 – 370) tarafından tanımlanmıştır:"Buna bağlı olarak peripnömoni ve plöritik hastalıklar görülecektir: Ateş akutsa, her iki tarafta da ağrı varsa, ya da her iki durum da söz konusuysa, soluk verme olursa, öksürük olursa, çıkan balgam sarı ya da kurşun renginde ise ya da koyu, köpüklü ve kırmızı ise ya da yaygın olandan farklı bir özelliği varsa
None                                    None                                    None                                    None                                    None                                    
None                                    None                                    None                                    None                                    None                                    
5.899951911638313e+134                  4.849506506451498e+108                  3.744832705445927e+82                   5.45622115346581e+49                    9.070386918741219e+24                    Pnömoni son mertebesindeyken, kişi arındırılmamışsa durum tedavi edilebilir değildir ve nefes darlığı varsa, idrarı koyu ve keskinse, boyun ve baş kısmı terliyorsa, ki bu gibi terlemeler kötüdür, boğulma, hırıltı ve hastalığın şiddeti ilerliyorsa ve üstünlüğü elde ediyorsa durum kötüdür
8.048251665363108e+42                   1.2709275489586136e+31                  1.0703179854627256e+24                  4.7606148468757254e+17                  310358953561.3963                       " Ancak, Hipokrat pnömoniden "eski uygarlıkların adlandırdığı" bir hastalık olarak bahsetmektedir
5.7074042299238916e+25                  5.805474921758597e+17                   19065356858.921696                      79567.17867874865                       164.72379516126634                       Ayrıca, cerrahi ampiyem drenajını da bildirmiştir
6.656223621526099e+98                   1.393575150129056e+76                   4.682508004168791e+51                   6.441663592952886e+30                   5.736974316694592e+16                    Maimonides (MÖ 1135–1204) şu şekilde gözlemlemiştir: "Pnömonide meydana gelen ve her zaman görülen temel belirtiler şöyledir: akut ateş, yan tarafta batıcı plöritik ağrı, kısa ve hızlı soluklar, tırtıklı nabız ve öksürük
2.5699771008326805e+37                  5.146933712364817e+28                   1.0766983621894656e+22                  1289103019473508.2                      17131446.68253365                       " Bu klinik tanımlama modern kitaplarda bulunanlarla oldukça benzerdir ve Orta Çağdan 19
2.5685626967861776e+25                  1.69737336407567e+19                    1708250782523832.5                      876032717697.5643                       130369370.37169854                       yüzyıla kadar olan tıbbi bilgi derecesini yansıtmaktadır
7.785621169286959e+40                   1.7714031479192306e+31                  3.2181872377978284e+23                  3.616427715644709e+18                   680930898834.5402                         Edwin Klebs, 1875'de pnömoniden ölen kişilerin hava yollarında bakterileri gözlemleyen ilk kişidir
1.4162057359586192e+95                  3.5720123342691314e+66                  1.6472046599656895e+42                  1.2879743324144093e+26                  1.2754999236287758e+16                   Yaygın iki bakteriyel neden olan "Streptococcus pneumoniae" ve "Klebsiella pneumoniae"'yı tanımlayan ilk çalışma Carl Friedländer ve Albert Fränkel tarafından, sırasıyla, 1882 ve 1884 yıllarında gerçekleştirilmiştir
9.71159936601994e+76                    1.1322127574146892e+59                  4.028547035851356e+43                   1.0584681618008726e+33                  5.866764547576261e+23                    Friedländer'ın ilk çalışmasıyla, günümüzde halen bakterilerin tanımlanması ve kategorize edilmesinde kullanılan bir temel laboratuvar testi olan Gram boya tanıtılmıştır
4.316629935478172e+79                   9.534770450852737e+62                   1.1551612466781996e+48                  5.535210572097213e+32                   6.339804966043608e+21                    Christian Gram'ın 1884 yılındaki prosedürü açıklayan makalesi iki bakterinin ayrıştırılmasına yardımcı olmuş ve pnömoniye birden fazla bakterinin yol açabileceğini göstermiştir
1.2184570233541597e+117                 1.6433099097171656e+90                  4.8273423334901536e+67                  5.49793375589065e+46                    3.89830521256965e+29                      "Modern tıbbın babası" olarak bilinen Sir William Osler pnömoninin neden olduğu ölüm ve sakatlığı değerlendirmiş ve pnömoniyi, o zamanlardaki başlıca ölüm nedenlerinden biri olan tüberküloza yetiştiği için, 1918'de "ölüm adamlarının kaptanı" olarak tanımlamıştır
9.863543136019625e+43                   3.381799182673307e+33                   1.6200878320885764e+25                  6.861397925936127e+17                   229439001550.2175                        Bu ifade aslında John Bunyan tarafından "tüketim"le (tüberküloz) ilişkili olarak uydurulmuştur
1.53426720167722e+85                    5.65888144921915e+65                    6.347922826777947e+47                   1.1762816940940332e+33                  1.4789200383016993e+20                   Daha yavaş ve daha ağrılı ölüm şekilleri olmasına rağmen pnömoniye bağlı ölüm çoğunlukla hızlı ve ağrısız olduğundan, Osler de pnömoniyi "yaşlı adamın arkadaşı" olarak tanımlamıştır
1.1789248779205664e+37                  5.04385562708804e+26                    8.51256552124707e+19                    469601757398194.75                      3863320952.406553                         1900'lerdeki çeşitli gelişmeler pnömonisi olan kişilerde görülen sonuçları düzeltmiştir
None                                    None                                    None                                    None                                    None                                     20
4.916647207427586e+76                   3.968221950731117e+60                   4.370775739789467e+46                   1.1973906043827077e+31                  7.707983121606907e+16                    yüzyılda penisilin ve diğer antibiyotiklerin, modern cerrahi tekniklerin ve yoğun bakımın gelişiyle, gelişmiş ülkelerde %30' yaklaşan pnömoni kaynaklı ölüm hızla düşmüştür
5.528726884799782e+73                   1.4707932172955266e+59                  2.5664652329948784e+42                  9.305562312688528e+28                   1.3157292367361816e+17                   Bebeklerin "Haemophilus influenzae"tip B'ye karşı aşılanması 1988 yılında başlamış ve kısa bir süre içerisinde vaka oranında dramatik bir düşüşe yol açmıştır
9.930417804408238e+67                   7.73348253636689e+47                    4.191584108592974e+33                   5.376013194028857e+24                   155853638362930.7                        Yetiştinlerin "Streptococcus pneumoniae" bakterisine karşı aşılanması 1977, çocukların aşılanması 2000 yılında başlamış ve benzer bir düşüşe neden olmuştur
4.768850501265826e+128                  5.448608254867426e+100                  1.5863405852832247e+80                  2.545297995102638e+55                   1.7233054592451327e+33                    Gelişmekte olan ülkelerdeki yüksek hastalık yükü ve gelişmiş ülkelerdeki nispeten düşük hastalık farkındalığına bağlı olarak, küresel sağlık toplumu 12 Kasım gününü, ilgili vatandaş ve politikacıların hastalığa karşı harekete geçmesini sağlayacak Dünya Pnömoni Günü ilan etmiştir
5.963654877078571e+43                   4.519988836351791e+32                   2.6955434786154797e+25                  7.769988950083408e+16                   84056023476.62413                        Toplumdan edinilmiş pnömoninin küresel ekonomik maliyetinin $17 milyar olduğu tahmin edilmektedir
2.545271158088513e+77                   1.3166428099767604e+62                  2.985313084796697e+48                   7.121498356001186e+31                   5.399942562969282e+18                     Mozilla Thunderbird  Mozilla Thunderbird, açık kaynaklı dağıtılan ve Mozilla tasarısının bir türev ürünü olarak geliştirilen e-posta ve haber öbeği istemcisidir
5630630965.762548                       749319.2203319791                       16529.209085047823                      1455.6909268624677                      79.6902436971263                         28 Temmuz 2003'te kurulmuştur
2.5012790604557973e+58                  7.025326045207253e+46                   1.0670814697741397e+35                  1.4504025243764798e+23                  43005846707378.05                        Mozilla Thunderbird, Mozilla'dan daha ufak boyutlu ve daha hızlı bir istemci ve XUL kullanıcı arabirimi diliyle yazılıyor
5.159271204501293e+46                   2.423948028521799e+37                   7.35328890486409e+28                    1.9383140317476482e+22                  1.1461480790735378e+16                   Tasarıya Mozilla Firefox'un tek başına bir tarayıcı olarak geliştirilmesi kararı üzerine girişildi
1.6695480991590208e+70                  1.6224882625056426e+54                  7.721239392995872e+41                   3.450701333053835e+31                   6.76589200078882e+21                     Mozilla Firefox, Mozilla'nın tarama özelliği üzerinde yoğunlaşırken, Thunderbird e-posta ve haber grubu yönetimi özelliği üzerinde yoğunlaşıyor
5.126328029930693e+84                   8.166352909157358e+66                   2.0310693323090425e+50                  6.145851985534459e+38                   3.103221109991256e+26                     Başlangıça "Minotaur" olarak anılan, daha sonra Mozilla Firefox'un özgün adı olan "Phoenix" adı altında geliştirilmesi sürdürülen yazılım, ilk başlarda beklenen ilerlemeyi gösteremedi
5.6159305604963136e+51                  4.266455416790104e+38                   9.614951157749583e+29                   1.086036289078276e+22                   753605362184562.0                        Zamanla gelen başarılar ve yazılımın adının Mozilla Thunderbird olarak değiştirilmesiyle çalışmalar sürdürüldü
4.020589173545253e+41                   6.485470482493284e+30                   9.829376621587227e+20                   417639372395881.4                       5290120354.198311                         Thunderbird PGP şifrelemesini ve istatistiksel yığın ileti süzme yöntemini destekliyor
3.277674818652855e+40                   9.791267514177954e+31                   1.6610046461506833e+25                  56288158205660.85                       28590542.709982093                        Sinestezi  Sinestezi, Yunanca kökenli bir kelime olup "birleşik duyu" anlamına gelmektedir
2.4977839915841062e+48                  1.1234837464857005e+38                  7.662071307494595e+27                   1.0236218722896486e+18                  282748782.41620064                       Sinestezik kişilerde herhangi bir duyunun uyarımı otomatik olarak başka bir duyu algısını tetiklemektedir
9.432390274612249e+40                   5.028050834783188e+29                   2.297989805407548e+19                   4121946985135.626                       787482233.7675396                        Yunanca, "syn" (Birlikte) ve "aisthesis" (algı/his/duyum) kelimelerinin birleşmesiyle oluşmuştur
7.403699989667734e+41                   5.490726322811795e+33                   1.0333157155664447e+25                  1912845049393104.0                      80023286287.81415                        Ortaya çıkan ""synaistesia"" kelimesi, "birleşik his" ya da "birleşik duyum" olarak tercüme edilebilir
1.9632876926386665e+54                  1.855038365562409e+41                   1.9637673801454483e+32                  2.3253867616807046e+20                  9053422911118.861                        Kaynak olarak "hissizlik, duyu eksikliği" anlamına gelen "anesthesia" (anestezi) kelimesi ile aynı temele dayanmaktadır
3.0960109141169274e+44                  1.8950727888657745e+37                  1.4483870809511695e+28                  3.092458970828632e+18                   246705403.79419312                        Bir algı modalitesi uyarıldığında birden fazla kanalda uyarılma oluşmasına verilen tıbbi isimdir
7.754688694976041e+95                   5.2366863677048974e+75                  1.6731677287823844e+58                  2.631466574612528e+41                   2.836667241310725e+30                    Metafor, sembolizm kelimeleri gibi, çeşitli sanat ürünlerinin tanımlanmasında kullanılan "sinestezi" kelimesinden farklı olarak bu olguyu yaşayan kişiler, kasıtsız ve sürekli olarak oluşan benzetmelerden bahsederler
8.110524650929915e+40                   1.517093035699412e+31                   1.329155466600207e+25                   1.2811062719732264e+16                  4481057819.056798                        Kısaca, birden fazla algı sistemi aynı nesnelere kendi yorumlarını aynı kuvvette verirler
7.811194085261234e+42                   1.9425420800991372e+32                  4.33641337640997e+25                    9.334304422197275e+18                   401650073546.8951                        Sinestezi sahibi insanlar, örneğin, insanları, insan olarak değil de görsel/işitsel/yazısal vb
4.919995215828207e+19                   2588061059984426.0                      379066430887.5649                       33146834.43991947                       66528.83011546567                        bir nesne/olgu olarak hatırlar ve benimserler
2.706600113926762e+19                   6772982278353905.0                      144833152802.95966                      8327544.9461981505                      1222.3495334021043                       Annesini ılık süt, kardeşini bir kedi vb
8.873693666576786e+18                   415921420777772.56                      1635860640660.061                       167421021.039617                        28925.46728943749                        olarak gören/hatırlayan/düşünen biri gibi
5.988021649218736e+40                   1.5023191690595284e+31                  1.2086279026461788e+23                  6.036774849147955e+16                   11979585435.055532                        Demografi olarak genelde solak ve çift el kullananlarda ve kadınlarda daha sık rastlanmaktadır
2.5977162190604596e+20                  8776569619521.553                       9437508208.751905                       107611849.28440462                      1205505.3860779065                       Irsi olduğu düşünülmektedir ortalama her 20
557046599.8088886                       392265.14169396396                      19729.300670295645                      2087.2900800311627                      49.54064985595544                       000 kişide bir görülür
4.835426952550016e+46                   7.5310845645218495e+37                  1.330786402988696e+30                   2.1162189019704566e+17                  19044592.579492655                       Bu kişilerde, hafıza fonksiyonları güçlenirken matematiksel ve mekansal algı fonksiyonlarıda tavan yapar
3.6508503355070834e+53                  1.3997412972134625e+41                  2.3759370696115887e+30                  9.538134997299754e+16                   11684085551.082937                       Matematiksel algıda sinestezik birey sayıları çarparken renkleri kullanır böylece matematiksel algısı güçlenmiş olur
1.3453605409429406e+31                  5.646589107925559e+25                   6.547941873477e+21                      30852062280219.984                      934482.7235908188                        Mekansal algıda ise 360 derecenin 1 derecelik diliminin bile bir rengi vardır
1.1050517449935697e+54                  1.1387191163794286e+40                  1.5636438457325136e+29                  3.891287910474564e+18                   14581798697.307632                       Sinestezinin, beynin sol yarım küresiyle ilgili ve hipokampus bezine bağlı bir fonksiyon olduğu düşünülmektedir
2.6939819047253713e+31                  1.3131268188393312e+25                  1.1148631609222442e+18                  8195471420597.192                       68355336.98540646                        İstatiksel olarak çok nadir rastlansa da "normal" bir beyin fonksiyonudur
5.1497106579649425e+44                  9.785990547725725e+33                   1.7914814657228612e+25                  1.9511627861384233e+19                  2609979497930.5366                       Her beyinde gerçekleşen bir sürecin bazı insanlarda bilinç yüzeyine yansımasından kaynaklanmaktadır
1.460582403130638e+30                   2.91266327119516e+25                    2.816950595712773e+19                   3230358705.558983                       134688.78504562812                        Meme kanseri  Meme kanseri meme hücrelerinde başlayan kanser türüdür
7.520068250901677e+36                   7.99768776155624e+28                    1.8629855681905728e+23                  4.51264124110969e+16                    6195963383.244477                        Akciğer kanserinden sonra, dünyada görülme sıklığı en yüksek olan kanser türüdür
2.766777934805296e+41                   3.384639449941223e+33                   2.391714956980824e+28                   4.458560432694903e+20                   569819149294.1678                        Her 8 kadından birinin hayatının belirli bir zamanında meme kanserine yakalanacağı bildirilmektedir
4.550639505629279e+35                   2.1583391565804884e+28                  2.2460508180228457e+21                  5739735503588.836                       12022797.656890212                       Erkeklerde de görülmekle beraber, kadın vakaları erkek vakalarından 100 kat fazladır
1.7304095836035794e+62                  2.3686232209193255e+49                  8.52437993206776e+39                    1.6500535428172536e+30                  2.652885526876368e+19                    1970'lerden bu yana meme kanserinin görülme sıklığında artış yaşanmaktadır ve bu artışa modern, Batılı yaşam tarzı sebep olarak gösterilmektedir
1.4255752652341272e+52                  3.8532363318846957e+39                  1.9356240235653291e+31                  8.635512421162155e+24                   7.579802700243913e+17                    Kuzey Amerika ve Avrupa ülkelerinde görülme sıklığı, dünyanın diğer bölgelerinde görülme sıklığından daha fazladır
3.763288470905337e+36                   7.171219209972177e+29                   1.570063421846086e+22                   174168671337803.9                       344912834.27748483                        Meme kanseri, yayılmadan önce, erken tespit edilirse,hasta %96 yaşam şansına sahiptir
8.65406885312431e+19                    1.3327229591533224e+16                  8802701053413.877                       1857350.5297951011                      732.1937915622813                        Her yıl 44000'de bir kadın meme kanserinden ölmektedir
2.3680138161356822e+29                  5.143433538241712e+22                   9978629284103464.0                      2664886331.6963973                      16574.882890610697                       "Meme kanserine karşı en iyi koruyucu yöntem erken teşhisdir
215594363950171.0                       482774700941.91376                      37113290.069886565                      21321.92359428366                       314.54070850641256                      " Meme kanserinin birçok tipi vardır
